"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Byte","Qualitaet_Niveau"
"RS_IND_MN008","433","201901161700","0","3","-999"
"RS_IND_MN008","433","201901161800","0","3","-999"
"RS_IND_MN008","433","201901161900","0","3","-999"
"RS_IND_MN008","433","201901162000","0","3","-999"
"RS_IND_MN008","433","201901162100","0","3","-999"
"RS_IND_MN008","433","201901162200","0","3","-999"
"RS_IND_MN008","433","201901162300","0","3","-999"
"RS_IND_MN008","433","201901170000","0","3","-999"
"RS_IND_MN008","433","201901170100","0","3","-999"
"RS_IND_MN008","433","201901170200","0","3","-999"
"RS_IND_MN008","433","201901170300","0","3","-999"
"RS_IND_MN008","433","201901170400","0","3","-999"
"RS_IND_MN008","433","201901170500","1","3","-999"
"RS_IND_MN008","433","201901170600","1","3","-999"
"RS_IND_MN008","433","201901170700","1","3","-999"
"RS_IND_MN008","433","201901170800","1","3","-999"
"RS_IND_MN008","433","201901170900","1","3","-999"
"RS_IND_MN008","433","201901171000","1","3","-999"
"RS_IND_MN008","433","201901171100","0","3","-999"
"RS_IND_MN008","433","201901171200","0","3","-999"
"RS_IND_MN008","433","201901171300","0","3","-999"
"RS_IND_MN008","433","201901171400","0","3","-999"
"RS_IND_MN008","433","201901171500","0","3","-999"
"RS_IND_MN008","433","201901171600","0","3","-999"
"RS_IND_MN008","433","201901171700","1","3","-999"
"RS_IND_MN008","433","201901171800","1","3","-999"
"RS_IND_MN008","433","201901171900","1","3","-999"
"RS_IND_MN008","433","201901172000","1","3","-999"
"RS_IND_MN008","433","201901172100","1","3","-999"
"RS_IND_MN008","433","201901172200","1","3","-999"
"RS_IND_MN008","433","201901172300","1","3","-999"
"RS_IND_MN008","433","201901180000","1","3","-999"
"RS_IND_MN008","433","201901180100","1","3","-999"
"RS_IND_MN008","433","201901180200","1","3","-999"
"RS_IND_MN008","433","201901180300","1","3","-999"
"RS_IND_MN008","433","201901180400","1","3","-999"
"RS_IND_MN008","433","201901180500","1","3","-999"
"RS_IND_MN008","433","201901180600","1","3","-999"
"RS_IND_MN008","433","201901180700","0","3","-999"
"RS_IND_MN008","433","201901180800","0","3","-999"
"RS_IND_MN008","433","201901180900","0","3","-999"
"RS_IND_MN008","433","201901181000","0","3","-999"
"RS_IND_MN008","433","201901181100","0","3","-999"
"RS_IND_MN008","433","201901181200","0","3","-999"
"RS_IND_MN008","433","201901181300","0","3","-999"
"RS_IND_MN008","433","201901181400","0","3","-999"
"RS_IND_MN008","433","201901181500","0","3","-999"
"RS_IND_MN008","433","201901181600","0","3","-999"
"RS_IND_MN008","433","201901181700","1","3","-999"
"RS_IND_MN008","433","201901181800","1","3","-999"
"RS_IND_MN008","433","201901181900","1","3","-999"
"RS_IND_MN008","433","201901182000","1","3","-999"
"RS_IND_MN008","433","201901182100","0","3","-999"
"RS_IND_MN008","433","201901182200","0","3","-999"
"RS_IND_MN008","433","201901182300","0","3","-999"
"RS_IND_MN008","433","201901190000","0","3","-999"
"RS_IND_MN008","433","201901190100","0","3","-999"
"RS_IND_MN008","433","201901190200","0","3","-999"
"RS_IND_MN008","433","201901190300","0","3","-999"
"RS_IND_MN008","433","201901190400","0","3","-999"
"RS_IND_MN008","433","201901190500","0","3","-999"
"RS_IND_MN008","433","201901190600","0","3","-999"
"RS_IND_MN008","433","201901190700","0","3","-999"
"RS_IND_MN008","433","201901190800","0","3","-999"
"RS_IND_MN008","433","201901190900","0","3","-999"
"RS_IND_MN008","433","201901191000","0","3","-999"
"RS_IND_MN008","433","201901191100","0","3","-999"
"RS_IND_MN008","433","201901191200","0","3","-999"
"RS_IND_MN008","433","201901191300","0","3","-999"
"RS_IND_MN008","433","201901191400","0","3","-999"
"RS_IND_MN008","433","201901191500","0","3","-999"
"RS_IND_MN008","433","201901191600","0","3","-999"
"RS_IND_MN008","433","201901191700","0","3","-999"
"RS_IND_MN008","433","201901191800","0","3","-999"
"RS_IND_MN008","433","201901191900","0","3","-999"
"RS_IND_MN008","433","201901192000","0","3","-999"
"RS_IND_MN008","433","201901192100","0","3","-999"
"RS_IND_MN008","433","201901192200","0","3","-999"
"RS_IND_MN008","433","201901192300","0","3","-999"
"RS_IND_MN008","433","201901200000","0","3","-999"
"RS_IND_MN008","433","201901200100","0","3","-999"
"RS_IND_MN008","433","201901200200","0","3","-999"
"RS_IND_MN008","433","201901200300","0","3","-999"
"RS_IND_MN008","433","201901200400","0","3","-999"
"RS_IND_MN008","433","201901200500","0","3","-999"
"RS_IND_MN008","433","201901200600","0","3","-999"
"RS_IND_MN008","433","201901200700","0","3","-999"
"RS_IND_MN008","433","201901200800","0","3","-999"
"RS_IND_MN008","433","201901200900","0","3","-999"
"RS_IND_MN008","433","201901201000","0","3","-999"
"RS_IND_MN008","433","201901201100","0","3","-999"
"RS_IND_MN008","433","201901201200","0","3","-999"
"RS_IND_MN008","433","201901201300","0","3","-999"
"RS_IND_MN008","433","201901201400","0","3","-999"
"RS_IND_MN008","433","201901201500","0","3","-999"
"RS_IND_MN008","433","201901201600","0","3","-999"
"RS_IND_MN008","433","201901201700","0","3","-999"
"RS_IND_MN008","433","201901201800","0","3","-999"
"RS_IND_MN008","433","201901201900","0","3","-999"
"RS_IND_MN008","433","201901202000","0","3","-999"
"RS_IND_MN008","433","201901202100","0","3","-999"
"RS_IND_MN008","433","201901202200","0","3","-999"
"RS_IND_MN008","433","201901202300","0","3","-999"
"RS_IND_MN008","433","201901210000","0","3","-999"
"RS_IND_MN008","433","201901210100","0","3","-999"
"RS_IND_MN008","433","201901210200","0","3","-999"
"RS_IND_MN008","433","201901210300","0","3","-999"
"RS_IND_MN008","433","201901210400","0","3","-999"
"RS_IND_MN008","433","201901210500","0","3","-999"
"RS_IND_MN008","433","201901210600","0","3","-999"
"RS_IND_MN008","433","201901210700","0","3","-999"
"RS_IND_MN008","433","201901210800","0","3","-999"
"RS_IND_MN008","433","201901210900","0","3","-999"
"RS_IND_MN008","433","201901211000","0","3","-999"
"RS_IND_MN008","433","201901211100","0","3","-999"
"RS_IND_MN008","433","201901211200","0","3","-999"
"RS_IND_MN008","433","201901211300","0","3","-999"
"RS_IND_MN008","433","201901211400","0","3","-999"
"RS_IND_MN008","433","201901211500","0","3","-999"
"RS_IND_MN008","433","201901211600","0","3","-999"
"RS_IND_MN008","433","201901211700","0","3","-999"
"RS_IND_MN008","433","201901211800","0","3","-999"
"RS_IND_MN008","433","201901211900","0","3","-999"
"RS_IND_MN008","433","201901212000","0","3","-999"
"RS_IND_MN008","433","201901212100","1","3","-999"
"RS_IND_MN008","433","201901212200","0","3","-999"
"RS_IND_MN008","433","201901212300","0","3","-999"
"RS_IND_MN008","433","201901220000","0","3","-999"
"RS_IND_MN008","433","201901220100","0","3","-999"
"RS_IND_MN008","433","201901220200","0","3","-999"
"RS_IND_MN008","433","201901220300","0","3","-999"
"RS_IND_MN008","433","201901220400","0","3","-999"
"RS_IND_MN008","433","201901220500","0","3","-999"
"RS_IND_MN008","433","201901220600","0","3","-999"
"RS_IND_MN008","433","201901220700","0","3","-999"
"RS_IND_MN008","433","201901220800","0","3","-999"
"RS_IND_MN008","433","201901220900","0","3","-999"
"RS_IND_MN008","433","201901221000","0","3","-999"
"RS_IND_MN008","433","201901221100","0","3","-999"
"RS_IND_MN008","433","201901221200","0","3","-999"
"RS_IND_MN008","433","201901221300","0","3","-999"
"RS_IND_MN008","433","201901221400","0","3","-999"
"RS_IND_MN008","433","201901221500","0","3","-999"
"RS_IND_MN008","433","201901221600","0","3","-999"
"RS_IND_MN008","433","201901221700","0","3","-999"
"RS_IND_MN008","433","201901221800","0","3","-999"
"RS_IND_MN008","433","201901221900","0","3","-999"
"RS_IND_MN008","433","201901222000","0","3","-999"
"RS_IND_MN008","433","201901222100","0","3","-999"
"RS_IND_MN008","433","201901222200","0","3","-999"
"RS_IND_MN008","433","201901222300","0","3","-999"
"RS_IND_MN008","433","201901230000","0","3","-999"
"RS_IND_MN008","433","201901230100","0","3","-999"
"RS_IND_MN008","433","201901230200","0","3","-999"
"RS_IND_MN008","433","201901230300","0","3","-999"
"RS_IND_MN008","433","201901230400","0","3","-999"
"RS_IND_MN008","433","201901230500","0","3","-999"
"RS_IND_MN008","433","201901230600","0","3","-999"
"RS_IND_MN008","433","201901230700","0","3","-999"
"RS_IND_MN008","433","201901230800","0","3","-999"
"RS_IND_MN008","433","201901230900","0","3","-999"
"RS_IND_MN008","433","201901231000","0","3","-999"
"RS_IND_MN008","433","201901231100","0","3","-999"
"RS_IND_MN008","433","201901231200","0","3","-999"
"RS_IND_MN008","433","201901231300","0","3","-999"
"RS_IND_MN008","433","201901231400","0","3","-999"
"RS_IND_MN008","433","201901231500","0","3","-999"
"RS_IND_MN008","433","201901231600","0","3","-999"
"RS_IND_MN008","433","201901231700","0","3","-999"
"RS_IND_MN008","433","201901231800","0","3","-999"
"RS_IND_MN008","433","201901231900","0","3","-999"
"RS_IND_MN008","433","201901232000","0","3","-999"
"RS_IND_MN008","433","201901232100","0","3","-999"
"RS_IND_MN008","433","201901232200","0","3","-999"
"RS_IND_MN008","433","201901232300","0","3","-999"
"RS_IND_MN008","433","201901240000","0","3","-999"
"RS_IND_MN008","433","201901240100","0","3","-999"
"RS_IND_MN008","433","201901240200","0","3","-999"
"RS_IND_MN008","433","201901240300","0","3","-999"
"RS_IND_MN008","433","201901240400","0","3","-999"
"RS_IND_MN008","433","201901240500","0","3","-999"
"RS_IND_MN008","433","201901240600","0","3","-999"
"RS_IND_MN008","433","201901240700","0","3","-999"
"RS_IND_MN008","433","201901240800","0","3","-999"
"RS_IND_MN008","433","201901240900","0","3","-999"
"RS_IND_MN008","433","201901241000","0","3","-999"
"RS_IND_MN008","433","201901241100","0","3","-999"
"RS_IND_MN008","433","201901241200","0","3","-999"
"RS_IND_MN008","433","201901241300","0","3","-999"
"RS_IND_MN008","433","201901241400","1","3","-999"
"RS_IND_MN008","433","201901241500","1","3","-999"
"RS_IND_MN008","433","201901241600","1","3","-999"
"RS_IND_MN008","433","201901241700","1","3","-999"
"RS_IND_MN008","433","201901241800","1","3","-999"
"RS_IND_MN008","433","201901241900","1","3","-999"
"RS_IND_MN008","433","201901242000","1","3","-999"
"RS_IND_MN008","433","201901242100","1","3","-999"
"RS_IND_MN008","433","201901242200","1","3","-999"
"RS_IND_MN008","433","201901242300","1","3","-999"
"RS_IND_MN008","433","201901250000","1","3","-999"
"RS_IND_MN008","433","201901250100","1","3","-999"
"RS_IND_MN008","433","201901250200","1","3","-999"
"RS_IND_MN008","433","201901250300","1","3","-999"
"RS_IND_MN008","433","201901250400","1","3","-999"
"RS_IND_MN008","433","201901250500","1","3","-999"
"RS_IND_MN008","433","201901250600","1","3","-999"
"RS_IND_MN008","433","201901250700","1","3","-999"
"RS_IND_MN008","433","201901250800","1","3","-999"
"RS_IND_MN008","433","201901250900","1","3","-999"
"RS_IND_MN008","433","201901251000","1","3","-999"
"RS_IND_MN008","433","201901251100","0","3","-999"
"RS_IND_MN008","433","201901251200","0","3","-999"
"RS_IND_MN008","433","201901251300","1","3","-999"
"RS_IND_MN008","433","201901251400","1","3","-999"
"RS_IND_MN008","433","201901251500","1","3","-999"
"RS_IND_MN008","433","201901251600","1","3","-999"
"RS_IND_MN008","433","201901251700","1","3","-999"
"RS_IND_MN008","433","201901251800","1","3","-999"
"RS_IND_MN008","433","201901251900","0","3","-999"
"RS_IND_MN008","433","201901252000","0","3","-999"
"RS_IND_MN008","433","201901252100","0","3","-999"
"RS_IND_MN008","433","201901252200","0","3","-999"
"RS_IND_MN008","433","201901252300","0","3","-999"
"RS_IND_MN008","433","201901260000","1","3","-999"
"RS_IND_MN008","433","201901260100","1","3","-999"
"RS_IND_MN008","433","201901260200","1","3","-999"
"RS_IND_MN008","433","201901260300","1","3","-999"
"RS_IND_MN008","433","201901260400","1","3","-999"
"RS_IND_MN008","433","201901260500","1","3","-999"
"RS_IND_MN008","433","201901260600","1","3","-999"
"RS_IND_MN008","433","201901260700","1","3","-999"
"RS_IND_MN008","433","201901260800","1","3","-999"
"RS_IND_MN008","433","201901260900","0","3","-999"
"RS_IND_MN008","433","201901261000","1","3","-999"
"RS_IND_MN008","433","201901261100","1","3","-999"
"RS_IND_MN008","433","201901261200","1","3","-999"
"RS_IND_MN008","433","201901261300","1","3","-999"
"RS_IND_MN008","433","201901261400","1","3","-999"
"RS_IND_MN008","433","201901261500","1","3","-999"
"RS_IND_MN008","433","201901261600","1","3","-999"
"RS_IND_MN008","433","201901261700","1","3","-999"
"RS_IND_MN008","433","201901261800","1","3","-999"
"RS_IND_MN008","433","201901261900","1","3","-999"
"RS_IND_MN008","433","201901262000","1","3","-999"
"RS_IND_MN008","433","201901262100","1","3","-999"
"RS_IND_MN008","433","201901262200","1","3","-999"
"RS_IND_MN008","433","201901262300","1","3","-999"
"RS_IND_MN008","433","201901270000","1","3","-999"
"RS_IND_MN008","433","201901270100","1","3","-999"
